Best: 38200.625 d 61799.375 d% 0.618 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 1.284s)
Best: 43461.354 d 40.666 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.247s)
Best: 43444.509 d 16.845 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.275s)
Best: 43440.293 d 4.216 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.564s)
Best: 43439.367 d 0.926 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.338s)
Best: 43415.981 d 23.387 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.422s)
Best: 43404.938 d 11.043 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.444s)
Best: 43376.307 d 28.631 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.373s)
Best: 43361.932 d 14.375 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.344s)
Best: 43347.670 d 14.262 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.377s)
Best: 43330.973 d 16.698 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.415s)
Best: 43330.973 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.430s)
Best: 43324.424 d 6.549 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.344s)
Best: 43283.243 d 41.181 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.282s)
Best: 43283.243 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.278s)
Best: 43222.866 d 60.377 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.457s)
Best: 43222.866 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.396s)
Best: 43222.866 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.198s)
Best: 43212.868 d 9.998 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.351s)
Best: 43206.562 d 6.306 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.349s)
Best: 43204.403 d 2.159 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.702s)
Best: 43177.744 d 26.659 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.329s)
Best: 43177.744 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.502s)
Best: 43172.872 d 4.872 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.456s)
Best: 43154.814 d 18.057 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.509s)
Best: 43143.951 d 10.863 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.649s)
Best: 43126.080 d 17.871 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.172s)
Best: 43126.080 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.163s)
Best: 43126.080 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.452s)
Best: 43102.146 d 23.934 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.359s)
Best: 43102.146 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.299s)
Best: 43101.820 d 0.326 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.300s)
Best: 43101.820 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.997s)
Best: 43068.285 d 33.535 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.359s)
Best: 43068.285 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.418s)
Best: 43068.285 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.601s)
Best: 43049.108 d 19.176 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.919s)
Best: 43029.918 d 19.190 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.623s)
Best: 43029.918 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.417s)
Best: 43009.567 d 20.351 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.273s)
Best: 42994.101 d 15.466 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.415s)
Best: 42994.101 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.397s)
Best: 42994.101 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.969s)
Best: 42991.397 d 2.704 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.314s)
Best: 42970.228 d 21.170 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.270s)
Best: 42965.619 d 4.608 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.317s)
Best: 42961.519 d 4.100 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.068s)
Best: 42939.242 d 22.277 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.483s)
Best: 42907.906 d 31.336 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.226s)
Best: 42907.906 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.508s)
Best: 42907.906 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.988s)
Best: 42907.906 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.545s)
Best: 42907.906 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.137s)
Best: 42907.906 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.815s)
Best: 42899.934 d 7.972 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.128s)
Best: 42898.859 d 1.075 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.248s)
Best: 42897.562 d 1.298 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.358s)
Best: 42897.562 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.365s)
Best: 42897.562 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.659s)
Best: 42897.562 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.334s)
Best: 42896.199 d 1.363 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.381s)
Best: 42891.658 d 4.541 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.328s)
Best: 42891.658 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.315s)
Best: 42886.454 d 5.204 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.223s)
Best: 42854.380 d 32.075 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.291s)
Best: 42854.380 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.261s)
Best: 42854.380 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.966s)
Best: 42854.380 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.354s)
Best: 42833.676 d 20.704 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.262s)
Best: 42832.503 d 1.173 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.384s)
Best: 42832.503 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.844s)
Best: 42832.503 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.276s)
Best: 42832.503 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.376s)
Best: 42822.205 d 10.298 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.361s)
Best: 42822.205 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.240s)
Best: 42813.918 d 8.287 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.416s)
Best: 42804.910 d 9.008 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.024s)
Best: 42804.910 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.120s)
Best: 42804.910 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.938s)
Best: 42789.725 d 15.185 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.378s)
Best: 42789.725 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.302s)
Best: 42789.725 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.257s)
Best: 42789.725 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.161s)
Best: 42785.630 d 4.095 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.287s)
Best: 42785.630 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.329s)
Best: 42779.391 d 6.239 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.298s)
Best: 42779.391 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.264s)
Best: 42778.844 d 0.547 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.293s)
Best: 42758.041 d 20.804 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.436s)
Best: 42758.041 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.334s)
Best: 42746.022 d 12.018 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.194s)
Best: 42746.022 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.876s)
Best: 42746.022 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.355s)
Best: 42724.299 d 21.723 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.268s)
Best: 42710.548 d 13.751 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.338s)
Best: 42709.512 d 1.037 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.333s)
Best: 42698.643 d 10.868 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.265s)
Best: 42698.643 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.311s)
Best: 42677.343 d 21.301 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.301s)
Best: 42677.343 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.408s)
Best: 42677.343 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.328s)
Best: 42667.626 d 9.717 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.643s)
Best: 42667.626 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.940s)
Best: 42638.491 d 29.134 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.847s)
Best: 42637.142 d 1.349 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.208s)
Best: 42622.957 d 14.185 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.311s)
Best: 42616.918 d 6.040 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.249s)
Best: 42572.581 d 44.337 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.379s)
Best: 42572.581 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.142s)
Best: 42572.581 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.428s)
Best: 42568.598 d 3.982 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.458s)
Best: 42568.598 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.766s)
Best: 42558.829 d 9.769 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.244s)
Best: 42558.829 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.361s)
Best: 42555.911 d 2.918 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.033s)
Best: 42510.671 d 45.240 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.335s)
Best: 42510.671 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.207s)
Best: 42510.671 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.369s)
Best: 42510.671 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.837s)
Best: 42510.671 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.274s)
Best: 42510.671 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.360s)
Best: 42502.557 d 8.115 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.236s)
Best: 42502.557 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.092s)
Best: 42502.557 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.528s)
Best: 42502.557 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.567s)
Best: 42496.475 d 6.082 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.545s)
Best: 42488.732 d 7.743 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.832s)
Best: 42488.732 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.309s)
Best: 42475.784 d 12.948 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.227s)
Best: 42475.784 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.414s)
Best: 42469.591 d 6.193 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.265s)
Best: 42469.591 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.233s)
Best: 42462.107 d 7.484 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.323s)
Best: 42449.949 d 12.158 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.181s)
Best: 42449.949 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.884s)
Best: 42440.349 d 9.600 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.351s)
Best: 42440.349 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.367s)
Best: 42432.984 d 7.365 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.498s)
Best: 42432.984 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.049s)
Best: 42432.984 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.412s)
Best: 42432.984 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.934s)
Best: 42430.793 d 2.191 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.287s)
Best: 42418.831 d 11.962 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.267s)
Best: 42406.392 d 12.439 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.367s)
Best: 42376.441 d 29.951 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.296s)
Best: 42376.441 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.208s)
Best: 42376.441 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.458s)
Best: 42376.441 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.277s)
Best: 42376.441 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.400s)
Best: 42376.441 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.393s)
Best: 42370.967 d 5.474 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.154s)
Best: 42370.967 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.351s)
Best: 42358.795 d 12.172 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.365s)
Best: 42354.900 d 3.895 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.505s)
Best: 42354.900 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.326s)
Best: 42354.900 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.402s)
Best: 42354.900 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.379s)
Best: 42354.900 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.437s)
Best: 42354.900 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.347s)
Best: 42354.900 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.544s)
Best: 42354.900 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.307s)
Best: 42354.365 d 0.536 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.933s)
Best: 42354.365 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.340s)
Best: 42354.365 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.726s)
Best: 42354.365 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.587s)
Best: 42345.039 d 9.326 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.718s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.299s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.457s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.410s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.250s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.390s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.610s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.075s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.402s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.233s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.300s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.330s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.418s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.336s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.284s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.207s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.147s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.358s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.300s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.603s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.987s)
Best: 42345.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.354s)
Best: 42330.480 d 14.559 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.383s)
Best: 42312.778 d 17.703 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.143s)
Best: 42309.108 d 3.670 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.610s)
Best: 42292.869 d 16.239 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.530s)
Best: 42283.453 d 9.416 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.210s)
Best: 42270.507 d 12.946 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.276s)
Best: 42261.310 d 9.197 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.163s)
Best: 42254.990 d 6.320 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.355s)
Best: 42248.858 d 6.132 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.878s)
Best: 42243.586 d 5.272 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.984s)
Best: 42236.098 d 7.488 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.352s)
Best: 42228.108 d 7.990 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.300s)
Best: 42225.389 d 2.719 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.189s)
Best: 42218.554 d 6.834 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.974s)
Best: 42215.412 d 3.142 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.288s)
Best: 42211.344 d 4.068 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.364s)
Best: 42208.265 d 3.079 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.489s)
Best: 42206.002 d 2.264 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.043s)
Best: 42202.720 d 3.281 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.368s)
Best: 42199.518 d 3.202 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.290s)
Best: 42199.144 d 0.375 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.226s)
Best: 42196.605 d 2.539 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.321s)
Best: 42195.307 d 1.298 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.218s)
Best: 42193.122 d 2.185 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.325s)
Best: 42192.230 d 0.891 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.431s)
Best: 42190.880 d 1.350 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.951s)
Best: 42190.002 d 0.878 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.199s)
Best: 42188.861 d 1.141 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.272s)
Best: 42188.861 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.243s)
Best: 42188.289 d 0.572 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.401s)
Best: 42188.051 d 0.238 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.896s)
Best: 42187.542 d 0.509 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.238s)
Best: 42187.306 d 0.236 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.275s)
Best: 42186.961 d 0.345 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.090s)
Best: 42178.616 d 8.345 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.294s)
Best: 42178.616 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.260s)
Best: 42176.891 d 1.724 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.308s)
Best: 42175.170 d 1.721 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.827s)
Best: 42172.175 d 2.995 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.808s)
Best: 42169.026 d 3.148 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.368s)
Best: 42169.026 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.325s)
Best: 42168.461 d 0.565 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.712s)
Best: 42167.474 d 0.987 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.500s)
Best: 42167.423 d 0.051 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.203s)
Best: 42167.168 d 0.256 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.034s)
Best: 42166.717 d 0.451 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.975s)
Best: 42165.705 d 1.012 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.331s)
Best: 42165.344 d 0.362 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.348s)
Best: 42164.647 d 0.697 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.234s)
Best: 42164.173 d 0.474 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.073s)
Best: 42164.020 d 0.152 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.280s)
Best: 42163.609 d 0.412 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.504s)
Best: 42163.282 d 0.326 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.253s)
Best: 42162.984 d 0.298 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.001s)
Best: 42162.515 d 0.470 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.221s)
Best: 42162.445 d 0.070 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.605s)
Best: 42162.361 d 0.084 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.042s)
Best: 42162.072 d 0.288 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.400s)
